tweet,date,link,events,selected,journalist
"Couronne précise au jury qu'il a prévenu défense que Lavallée témoignerait cette semaine, mais sans préciser mercredi #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522458045700636675,preuve,,@MessierSRC
Procès #Magnotta reprend. Jury de retour dans la salle d'audience.,10/15/2014,https://twitter.com/#!/MessierSRC/status/522457538902904834,procedure,,@MessierSRC
Débat hors jury toujours en cours au procès #Magnotta.,10/15/2014,https://twitter.com/#!/MessierSRC/status/522456487290212352,procedure,,@MessierSRC
Jury est prié de quitter salle d'audience après objection de Me Leclair à une question de la Couronne sur temazepam. Débat. #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522452929174052864,procedure,,@MessierSRC
Lavallée ajoute que du temazepam peut cependant être acheté sur Internet. Dose normale : 15 ou 30 milligrammes. #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522452069270441984,corps,,@MessierSRC
"Le temazepam est un somnifère qu'on doit se procurer avec prescription d'un médecin au Canada, dit Lavallée #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522451831935737856,corps,,@MessierSRC
"4 juillet 2012, foie, rein et rate de la victime lui ont aussi été envoyés par Dazé pour analyse toxicologique, dit Lavallée. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522450986695397376,corps,,@MessierSRC
"Lavallée explique que le pathologiste Yann Dazé lui a demandé d'analyser du contenu gastrique et de la bile, le 8 juin 2012. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522450725981663232,corps,,@MessierSRC
"Lavallé a déposé 2 rapports dans dossier #Magnotta : un en octobre 2012, l'autre, en mars 2013.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522450418782445569,,,@MessierSRC
"Finalement, Lavallée est autorisée à témoigner comme toxicologue judiciaire. Couronne entreprend donc son interrogatoire. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522450232035258368,Paris,,@MessierSRC
"Lavallée dit qu'elle voulait vérifier qu'elle pouvait répondre. Quand on lui a dit de ne pas répondre, elle n'a pas prévenu #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522448903678214144,corps,,@MessierSRC
"L'avocat de #Magnotta est mécontent que Lavallée n'a pas répondu à ses questions au départ, et qu'elle ne l'en a même pas avisé.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522448229099917315,Paris,,@MessierSRC
"Lavallée dit à Leclair que son patron lui a dit de ne pas communiquer avec lui. Jusqu'à hier, alors que la Couronne a autorisé ça #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522447054782865409,corps,,@MessierSRC
L'avocat de #Magnotta demande à Lavallée combien de dossier avec temazepam elle a traités. Elle ne peut le dire.,10/15/2014,https://twitter.com/#!/MessierSRC/status/522446287418179584,Paris,,@MessierSRC
"Rappelons que le pathologiste Dazé a dit la semaine passée que du temazepam, un somnifère, a été trouvé dans le corps de Lin Jun #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522446081549160448,preuve,,@MessierSRC
"Dans le dossier #Magnota, Lavallée dit avoir déposé son rapport toxicologique le 11 octobre 2012",10/15/2014,https://twitter.com/#!/MessierSRC/status/522445423764832256,-,,@MessierSRC
"Catherine Lavallée continue d'expliquer sa formation, son expérience, à la demande du procureur de la Couronne, Louis Bouthillier #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522444129159352320,Profil témoin,,@MessierSRC
"Procès #Magnotta reprend. À la barre, la toxicologiste judiciaire Catherine Lavallée, que la Couronne veut faire déclarer témoin expert.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522443647418372097,procedure,,@MessierSRC
Couronne dit que Leclair a été prévenu tardivement que Lavallée allait témoigner. Juge décrète donc pause du midi. #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522418947141148672,procedure,,@MessierSRC
"Délai au procès #Magnotta. Son avocat, Luc Leclair, cherche ses notes. Ne savait pas que Lavallée serait prochain témoin...",10/15/2014,https://twitter.com/#!/MessierSRC/status/522418575051849729,procedure,,@MessierSRC
"Couronne veut qu'elle soit déclarée témoin-expert, lui permettant de donner son opinion en plus des faits. Elle explique son CV #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522418086017007616,Profil témoin,,@MessierSRC
Fin du contre-interrogatoire d'Antonion Paradiso. Nouveau témoin: la chimiste et toxicologue judiciaire Catherine Lavallée (?).,10/15/2014,https://twitter.com/#!/MessierSRC/status/522418064017883136,procedure,,@MessierSRC
"#Magnotta a bcp dormi pendant le vol. N'a rien dit de spécial, dit Paradiso.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522417403058458624,arrestation,,@MessierSRC
Un psychiatre accompagnait les policiers qui sont allés chercher #Magnotta à Berlin. 1ère fois que Paradiso en voyait un dans ce dossier,10/15/2014,https://twitter.com/#!/MessierSRC/status/522416347163402240,arrestation,,@MessierSRC
"Le 18 juin 2012, Paradiso a mis #Magnotta en état d'arrestation, lui a lu ses droits, etc.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522415949757317120,arrestation,,@MessierSRC
"1ère rencontre avec #Magnotta est survenue le lundi 18 juin, vers 14h20, lorsqu'il a été escorté à l'avion par police allemande -Paradiso",10/15/2014,https://twitter.com/#!/MessierSRC/status/522415065627385856,arrestation,,@MessierSRC
"«Il y a beaucoup de choses que je ne sais pas dans ce dossier» #Magnotta, précise Paradiso, après explication sur son rôle de soutien.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522414337827553280,-,,@MessierSRC
"Paradiso dit que dans l'enquête #Magnotta, il était en soutien au tandem Hamlin-Bourque, avec son partenaire Provencher.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522414082767749120,-,,@MessierSRC
"Paradiso n'est jamais entré dans l'appart. de #Magnotta. Il n'a pas entendu que des journalistes y étaient entrés, comme le suggère Leclair.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522413004458319873,-,,@MessierSRC
"Leclair demande quelles infos Paradiso a reçues le 29 mai, lors d'une rencontre avec enquêteurs Hamlin, Bourque et Provencher #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522412720151592961,-,,@MessierSRC
Fin de l'interrogatoire principal d'Antonio Paradiso. Il est maintenant contre-interrogé par l'avocat de #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522411825733046273,procedure,,@MessierSRC
Paradiso explique les recherches faites au parc Angrignon pour retrouver partie de corps de Lin Jun manquantes. #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522410672471420928,angrignon,,@MessierSRC
Paradiso a reçu télécopie provenant de l'Ontario 1er juillet 2012. Contenait instructions pour trouver partie de corps manquante. #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522410189316960256,angrignon,,@MessierSRC
"Dong Dong Xu nous avait prévenus qu'il avait vu une vidéo, qu'il croyait y avoir reconnu Lin Jun, dit Paradiso. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522408981361590272,famille,,@MessierSRC
"Paradiso a rencontré Dong Dong Xu, qui avait porté Lin Jun disparu. Sont allés à l'appart. de Lin Jun, ont pris items pour ID #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522408432583053313,angrignon,,@MessierSRC
Paradiso dit n'avoir vu que partiellement la vidéo mise en ligne par #Magnotta.,10/15/2014,https://twitter.com/#!/MessierSRC/status/522407698097504256,-,,@MessierSRC
"Des images captées dans un Jean Coutu ont permis d'y voir même suspect que dans l'immeuble boul. Décarie, dit Paradiso. #Magnotta évidemment",10/15/2014,https://twitter.com/#!/MessierSRC/status/522407545701670912,ordinateur,,@MessierSRC
"Paradiso explique avoir regardé des vidéos de surveillance, puis fait vérifications concernant envois postaux de #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522407174115713025,angrignon,,@MessierSRC
"Procès #Magnotta reprend avec un nouveau témoin: Antonio Paradiso, de l'escouade des crimes majeurs du SPVM.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522406841440305153,procedure,,@MessierSRC
Fin du contre-interrogatoire de la biologiste judiciaire Jacinthe Prévost. Pause jusqu'à 11h10. #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522399414422634496,procedure,,@MessierSRC
"Un drap brun était mal placé sous le matelas. Un autre était sur le dessus. Ils étaient trop grands, selon Prévost. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522398972426870784,appartement,,@MessierSRC
Me Leclair interroge Prévost sur la literie retrouvée sur le lit de l'appartement. #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522398636907712512,arrestation,,@MessierSRC
"Pas de trace de frottage/lavage dans chambre à coucher de l'appart. de #Magnotta, dit Prévost. Sinon, peut-être, pour le matelas.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522398013416038400,appartement,,@MessierSRC
Questions de Me Leclair vs nettoyage vraisemblablement liées à sa volonté d'établir l'état d'esprit de #Magnotta au moment du meurtre,10/15/2014,https://twitter.com/#!/MessierSRC/status/522394392892809216,juridique,,@MessierSRC
"Du sang était aussi visible sur table, dit Prévost. Le luminol en a révélé + par la suite. Pas de trace de nettoyage évidente. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522393804083822592,appartement,,@MessierSRC
Prévost dit qu'une tache de sang était visible dans réfrigérateur. Moins clair que c'était du sang dans congélateur #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522393282098106368,appartement,,@MessierSRC
"Dans la cuisine de l'appartement du boulevard Décarie, aucune trace de nettoyage, poursuit Prévost #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522392229160423425,appartement,,@MessierSRC
"Le nettoyage du bain et du lavabo de salle de bain n'a pas été très bien fait, dit Prévost, contre-interrogée par l'avocat de #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522392063938404352,appartement,,@MessierSRC
"Prévost croit aussi que le bain a aussi été nettoyé, à tout le moins à l'eau. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522391377561518080,appartement,,@MessierSRC
"Dans lavabo de la salle de bain, il y a eu lavage/nettoyage, dit par exemple Prévost, parce qu'on y a retrouvé du sang dilué. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522390538406752256,appartement,,@MessierSRC
"Du frottage n'est pas du lavage, précise Prévost. Peut avoir été induit par un quelconque contact sur une surface. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522390222236291072,appartement,,@MessierSRC
"Leclair veut maintenant parler avec Prévost de ce qui a été lavé, nettoyé ou frotté dans l'appartement de #Magnotta. Pas clair pour lui.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522389779506540544,,,@MessierSRC
"L'avocat de #Magnotta montre au jury cette affiche de Casablanca, trouvée dans les ordures et vue dans la vidéo. La dépose en preuve.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522388962728747009,Paris,,@MessierSRC
"Prévost parle maintenant de l'affiche du film Casablanca, qui présente tache de sang avec profil génétique de Lin Jun. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522388868797313024,preuve,,@MessierSRC
"Me Leclair présente la bouteille au jury, la dépose en preuve, comme il l'a souvent fait depuis début du procès #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522387596715237377,arrestation,,@MessierSRC
"Le profil génétique de Lin a été trouvé sur le goulot de la bouteille, dit Prévost. Pourrait être de la salive, mais pas certain. #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522387090282414084,preuve,,@MessierSRC
"Prévost exhibe bouteille de vin trouvée dans ordures, aperçue dans vidéo. Selon Couronne, elle a servi à infliger sévices à Lin #Magnotta",10/15/2014,https://twitter.com/#!/MessierSRC/status/522386594704392193,appartement,,@MessierSRC
"Prévost a vu vidéo filmée par #Magnotta avant d'entrer dans l'appart 30 mai 2012. Puis, une 2e fois pour s'attarder au drap, à la douillette",10/15/2014,https://twitter.com/#!/MessierSRC/status/522385437458173952,Profil témoin,,@MessierSRC
"Snr ce, l'avocat de #Magnotta, Luc Leclair, entreprend son contre-interrogatoire de la biologiste judiciaire Jacinthe Prévost",10/15/2014,https://twitter.com/#!/MessierSRC/status/522384903900774400,Profil témoin,,@MessierSRC
Prėvost souligne aussi à la demande de la Couronne qu'aucune trace du sperme de Lin Jun n'a été retrouvée. #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522384690981117954,preuve,,@MessierSRC
"Prévost revient sur le fait qu'un pulvérisateur de poivre de Cayenne a été retrouvé dans l'appart. de #Magnotta. Pas expertisé, selon elle.",10/15/2014,https://twitter.com/#!/MessierSRC/status/522384413607612416,appartement,,@MessierSRC
Juge Cournoyer annonce au jury qu'il y aura pause de 11h à 14h30 lundi. Possible aussi qu'il soit appelé à siéger vendredi 24 oct #Magnotta,10/15/2014,https://twitter.com/#!/MessierSRC/status/522384140982046720,procedure,,@MessierSRC
Procès #Magnotta reprend après nouvelles discussions hors jury. La biologiste judiciaire Jacinthe Prévost est à la barre des témoins.,10/15/2014,https://twitter.com/#!/MessierSRC/status/522383266578698240,procedure,,@MessierSRC
Mais elle est incapable de dire la concentration de temazepam dans le vin #Magnotta,10/15/2014,https://twitter.com/#!/@IsabelleRicher/status/522463451902648321,corps,,@IsabelleRicher
La toxicologue a trouvé la présence de Temazepam dans la bouteille de vin saisie dans les ordures chez #Magnotta,10/15/2014,https://twitter.com/#!/@IsabelleRicher/status/522462724295753728,corps,,@IsabelleRicher
Les substances combinées voient leurs effets s'additionner et la personne qui en consomme sera davantage affaiblie #Magnotta,10/15/2014,https://twitter.com/#!/@IsabelleRicher/status/522460543081533440,corps,,@IsabelleRicher
"Les deux substances trouvées chez Lin Jun, ralentissent les fonctions mentales et physiques, dit la toxico #Magnotta",10/15/2014,https://twitter.com/#!/@IsabelleRicher/status/522460036032110592,corps,,@IsabelleRicher
La toxicologue jud dit que la victime avait du temazepam (somnifère) et de la diphénhydramine (antihistaminique )ds l'organisme. #Magnotta,10/15/2014,https://twitter.com/#!/@IsabelleRicher/status/522453481953976320,corps,,@IsabelleRicher
Le contre interrogatoire la biologiste judiciaire n'apporte rien de neuf. Pour le moment. #Magnotta,10/15/2014,https://twitter.com/#!/@IsabelleRicher/status/522398292605677568,,,@IsabelleRicher
Procès #Magnotta : la défense entame le contre-interrogatoire de la biologiste judiciaire Jacinthe Prévost,10/15/2014,https://twitter.com/#!/@IsabelleRicher/status/522387561143361536,arrestation,,@IsabelleRicher
A #SLL a 9h #rdi on parle de l'arrêt des procédures prononcé dans le dossier de l'ex chef de police de Lévis avec Me Bertrand St-Arnaud,10/15/2014,https://twitter.com/#!/@IsabelleRicher/status/522371272899325952,,,@IsabelleRicher
